party,per_2019,per_2014,state
AAAP,2.26%,1.32%,"Himachal Pradesh"
AAAP,2.26%,0.99%,Uttarakhand
AAAP,2.26%,0.92%,Puducherry
AAAP,2.26%,0.90%,Meghalaya
AAAP,2.26%,0.82%,"Arunachal Pradesh"
AAAP,2.26%,0.81%,Gujarat
AAAP,2.26%,0.73%,"Madhya Pradesh"
AAAP,2.26%,0.72%,Rajasthan
AAAP,2.26%,0.69%,Sikkim
AAAP,2.26%,0.65%,"Daman & Diu"
AAAP,2.26%,0.62%,"Uttar Pradesh"
AAAP,2.26%,0.59%,Jharkhand
AAAP,2.26%,0.59%,"Tamil Nadu"
AAAP,2.26%,0.55%,Karnataka
AAAP,2.26%,0.54%,Bihar
AAAP,2.26%,0.43%,Manipur
AAAP,2.26%,0.41%,Tripura
AAAP,2.26%,0.32%,"Dadra & Nagar Haveli"
AAAP,2.26%,0.30%,Telangana
AAAP,2.26%,0.26%,"Jammu & Kashmir"
AAAP,2.26%,0.25%,Assam
AAAP,2.26%,0.21%,"West Bengal"
AAAP,2.13%,21.42%,"NCT OF Delhi"
AAAP,2.13%,17.67%,Chandigarh
AAAP,2.13%,17.20%,Punjab
AAAP,2.13%,3.03%,Haryana
AAAP,2.13%,2.56%,Goa
AAAP,2.13%,1.69%,Mizoram
AAAP,2.13%,1.42%,Kerala
AAAP,2.13%,1.39%,"Andaman & Nicobar Islands"
AAAP,2.13%,1.35%,Maharashtra
AAAP,2.13%,1.32%,"Himachal Pradesh"
AAAP,2.13%,0.99%,Uttarakhand
AAAP,2.13%,0.92%,Puducherry
AAAP,2.13%,0.90%,Meghalaya
AAAP,2.13%,0.82%,"Arunachal Pradesh"
AAAP,2.13%,0.81%,Gujarat
AAAP,2.13%,0.73%,"Madhya Pradesh"
AAAP,2.13%,0.72%,Rajasthan
AAAP,2.13%,0.69%,Sikkim
AAAP,2.13%,0.65%,"Daman & Diu"
AAAP,2.13%,0.62%,"Uttar Pradesh"
AAAP,2.13%,0.59%,Jharkhand
AAAP,2.13%,0.59%,"Tamil Nadu"
AAAP,2.13%,0.55%,Karnataka
AAAP,2.13%,0.54%,Bihar
AAAP,2.13%,0.43%,Manipur
AAAP,2.13%,0.41%,Tripura
AAAP,2.13%,0.32%,"Dadra & Nagar Haveli"
AAAP,2.13%,0.30%,Telangana
AAAP,2.13%,0.26%,"Jammu & Kashmir"
AAAP,2.13%,0.25%,Assam
AAAP,2.13%,0.21%,"West Bengal"
CPI(ML)(L),1.98%,2.72%,Jharkhand
CPI(ML)(L),1.98%,1.27%,Bihar
CPI(ML)(L),1.98%,0.70%,Assam
CPI(ML)(L),1.98%,0.64%,Gujarat
CPI(ML)(L),1.98%,0.47%,"West Bengal"
CPI(ML)(L),1.98%,0.36%,Tripura
CPI(ML)(L),1.98%,0.32%,Chandigarh
CPI(ML)(L),1.98%,0.28%,Uttarakhand
CPI(ML)(L),1.98%,0.26%,Punjab
CPI(ML)(L),1.98%,0.23%,Telangana
CPI(ML)(L),1.98%,0.22%,"Uttar Pradesh"
CPI(ML)(L),1.98%,0.18%,Rajasthan
CPI(ML)(L),1.98%,0.17%,"Tamil Nadu"
CPI(ML)(L),1.98%,0.16%,"Andaman & Nicobar Islands"
CPI(ML)(L),1.98%,0.13%,Karnataka
CPI(ML)(L),1.98%,0.05%,Puducherry
BSP,1.96%,11.46%,"Uttar Pradesh"
BSP,1.96%,3.27%,Haryana
BSP,1.96%,2.92%,Uttarakhand
BSP,1.96%,2.59%,Chandigarh
BSP,1.96%,2.34%,"Madhya Pradesh"
BSP,1.96%,1.60%,Rajasthan
BSP,1.96%,1.57%,Maharashtra
BSP,1.96%,1.34%,Punjab
BSP,1.96%,1.20%,Bihar
BSP,1.96%,0.93%,"Jammu & Kashmir"
BSP,1.96%,0.80%,"NCT OF Delhi"
BSP,1.96%,0.69%,Jharkhand
BSP,1.96%,0.65%,Gujarat
BSP,1.96%,0.64%,Telangana
BSP,1.96%,0.57%,Karnataka
BSP,1.96%,0.50%,"Dadra & Nagar Haveli"
BSP,1.96%,0.48%,"Himachal Pradesh"
BSP,1.96%,0.45%,"West Bengal"
BSP,1.96%,0.44%,"Daman & Diu"
BSP,1.96%,0.42%,"Andaman & Nicobar Islands"
BSP,1.96%,0.29%,Kerala
BSP,1.96%,0.28%,"Tamil Nadu"
BSP,1.96%,0.23%,Puducherry
CPIM,1.91%,0.90%,Jharkhand
CPIM,1.91%,0.41%,Punjab
CPIM,1.91%,0.17%,Karnataka
CPIM,1.91%,0.16%,"Madhya Pradesh"
CPIM,1.91%,0.13%,"Uttar Pradesh"
CPIM,1.91%,0.12%,Kerala
CPIM,1.91%,0.11%,Maharashtra
CPIM,1.91%,0.10%,"West Bengal"
CPIM,1.91%,0.08%,"Tamil Nadu"
NEINDP,1.90%,NULL,NULL
IND,1.79%,29.10%,Mizoram
IND,1.79%,6.14%,Meghalaya
IND,1.79%,1.73%,Assam
IND,1.79%,1.36%,Kerala
IND,1.79%,1.19%,Manipur
IND,1.79%,0.90%,Rajasthan
IND,1.79%,0.56%,Bihar
IND,1.79%,0.53%,Goa
IND,1.79%,0.53%,"Arunachal Pradesh"
IND,1.79%,0.49%,"Jammu & Kashmir"
IND,1.79%,0.47%,"Dadra & Nagar Haveli"
IND,1.79%,0.38%,"West Bengal"
IND,1.79%,0.37%,Tripura
IND,1.79%,0.36%,Jharkhand
IND,1.79%,0.28%,Punjab
IND,1.79%,0.26%,"Andaman & Nicobar Islands"
IND,1.79%,0.26%,"NCT OF Delhi"
IND,1.79%,0.26%,"Madhya Pradesh"
IND,1.79%,0.25%,Telangana
IND,1.79%,0.22%,Gujarat
IND,1.79%,0.22%,"Uttar Pradesh"
IND,1.79%,0.21%,"Himachal Pradesh"
IND,1.79%,0.21%,Maharashtra
IND,1.79%,0.19%,Uttarakhand
IND,1.79%,0.17%,Chandigarh
IND,1.79%,0.16%,Puducherry
IND,1.79%,0.15%,Karnataka
IND,1.79%,0.12%,"Tamil Nadu"
IND,1.79%,0.10%,Haryana
BSP,1.78%,11.46%,"Uttar Pradesh"
BSP,1.78%,3.27%,Haryana
BSP,1.78%,2.92%,Uttarakhand
BSP,1.78%,2.59%,Chandigarh
BSP,1.78%,2.34%,"Madhya Pradesh"
BSP,1.78%,1.60%,Rajasthan
BSP,1.78%,1.57%,Maharashtra
BSP,1.78%,1.34%,Punjab
BSP,1.78%,1.20%,Bihar
BSP,1.78%,0.93%,"Jammu & Kashmir"
BSP,1.78%,0.80%,"NCT OF Delhi"
BSP,1.78%,0.69%,Jharkhand
BSP,1.78%,0.65%,Gujarat
BSP,1.78%,0.64%,Telangana
BSP,1.78%,0.57%,Karnataka
BSP,1.78%,0.50%,"Dadra & Nagar Haveli"
BSP,1.78%,0.48%,"Himachal Pradesh"
BSP,1.78%,0.45%,"West Bengal"
BSP,1.78%,0.44%,"Daman & Diu"
BSP,1.78%,0.42%,"Andaman & Nicobar Islands"
BSP,1.78%,0.29%,Kerala
BSP,1.78%,0.28%,"Tamil Nadu"
BSP,1.78%,0.23%,Puducherry
SDPI,1.78%,1.74%,Karnataka
SDPI,1.78%,1.13%,Kerala
SDPI,1.78%,0.98%,"Tamil Nadu"
SDPI,1.78%,0.84%,"West Bengal"
SDPI,1.78%,0.28%,"Madhya Pradesh"
BTP,1.77%,NULL,NULL
AHNP,1.75%,NULL,NULL
WAP,1.75%,NULL,NULL
CPIM,1.71%,0.90%,Jharkhand
CPIM,1.71%,0.41%,Punjab
CPIM,1.71%,0.17%,Karnataka
CPIM,1.71%,0.16%,"Madhya Pradesh"
CPIM,1.71%,0.13%,"Uttar Pradesh"
CPIM,1.71%,0.12%,Kerala
CPIM,1.71%,0.11%,Maharashtra
CPIM,1.71%,0.10%,"West Bengal"
CPIM,1.71%,0.08%,"Tamil Nadu"
LTSP,1.70%,NULL,NULL
PRISMP,1.68%,NULL,NULL
IND,1.67%,29.10%,Mizoram
IND,1.67%,6.14%,Meghalaya
IND,1.67%,1.73%,Assam
IND,1.67%,1.36%,Kerala
IND,1.67%,1.19%,Manipur
IND,1.67%,0.90%,Rajasthan
IND,1.67%,0.56%,Bihar
IND,1.67%,0.53%,Goa
IND,1.67%,0.53%,"Arunachal Pradesh"
IND,1.67%,0.49%,"Jammu & Kashmir"
IND,1.67%,0.47%,"Dadra & Nagar Haveli"
IND,1.67%,0.38%,"West Bengal"
IND,1.67%,0.37%,Tripura
IND,1.67%,0.36%,Jharkhand
IND,1.67%,0.28%,Punjab
IND,1.67%,0.26%,"Andaman & Nicobar Islands"
IND,1.67%,0.26%,"NCT OF Delhi"
IND,1.67%,0.26%,"Madhya Pradesh"
IND,1.67%,0.25%,Telangana
IND,1.67%,0.22%,Gujarat
IND,1.67%,0.22%,"Uttar Pradesh"
IND,1.67%,0.21%,"Himachal Pradesh"
IND,1.67%,0.21%,Maharashtra
IND,1.67%,0.19%,Uttarakhand
IND,1.67%,0.17%,Chandigarh
IND,1.67%,0.16%,Puducherry
IND,1.67%,0.15%,Karnataka
IND,1.67%,0.12%,"Tamil Nadu"
IND,1.67%,0.10%,Haryana
SAD(M),1.66%,0.26%,Punjab
BSP,1.65%,11.46%,"Uttar Pradesh"
BSP,1.65%,3.27%,Haryana
BSP,1.65%,2.92%,Uttarakhand
BSP,1.65%,2.59%,Chandigarh
BSP,1.65%,2.34%,"Madhya Pradesh"
BSP,1.65%,1.60%,Rajasthan
BSP,1.65%,1.57%,Maharashtra
BSP,1.65%,1.34%,Punjab
BSP,1.65%,1.20%,Bihar
BSP,1.65%,0.93%,"Jammu & Kashmir"
BSP,1.65%,0.80%,"NCT OF Delhi"
BSP,1.65%,0.69%,Jharkhand
BSP,1.65%,0.65%,Gujarat
BSP,1.65%,0.64%,Telangana
BSP,1.65%,0.57%,Karnataka
BSP,1.65%,0.50%,"Dadra & Nagar Haveli"
BSP,1.65%,0.48%,"Himachal Pradesh"
BSP,1.65%,0.45%,"West Bengal"
BSP,1.65%,0.44%,"Daman & Diu"
BSP,1.65%,0.42%,"Andaman & Nicobar Islands"
BSP,1.65%,0.29%,Kerala
BSP,1.65%,0.28%,"Tamil Nadu"
BSP,1.65%,0.23%,Puducherry
SHS,1.60%,29.93%,Maharashtra
SHS,1.60%,1.37%,Bihar
SHS,1.60%,0.21%,Kerala
SHS,1.60%,0.19%,"Dadra & Nagar Haveli"
SHS,1.60%,0.19%,"Himachal Pradesh"
SHS,1.60%,0.18%,Assam
SHS,1.60%,0.15%,"Madhya Pradesh"
SHS,1.60%,0.15%,"Uttar Pradesh"
SHS,1.60%,0.13%,Punjab
SHS,1.60%,0.06%,Uttarakhand
SHS,1.60%,0.04%,Telangana
SHS,1.60%,0.03%,"NCT OF Delhi"
CPI,1.58%,27.01%,Kerala
CPI,1.58%,26.14%,"West Bengal"
CPI,1.58%,23.08%,Manipur
CPI,1.58%,13.03%,Telangana
CPI,1.58%,12.42%,Bihar
CPI,1.58%,2.43%,Assam
CPI,1.58%,1.98%,"Tamil Nadu"
CPI,1.58%,1.90%,Jharkhand
CPI,1.58%,1.41%,Puducherry
CPI,1.58%,1.27%,Rajasthan
CPI,1.58%,1.15%,"Madhya Pradesh"
CPI,1.58%,0.95%,Goa
CPI,1.58%,0.94%,"Uttar Pradesh"
CPI,1.58%,0.86%,Maharashtra
CPI,1.58%,0.82%,Gujarat
CPI,1.58%,0.76%,Meghalaya
CPI,1.58%,0.74%,Punjab
CPI,1.58%,0.65%,Haryana
CPI,1.58%,0.64%,Karnataka
CPI,1.58%,0.51%,Uttarakhand
CPI,1.58%,0.36%,Lakshadweep
CPI,1.58%,0.26%,"NCT OF Delhi"
SJDD,1.38%,NULL,NULL
CPI,1.36%,27.01%,Kerala
CPI,1.36%,26.14%,"West Bengal"
CPI,1.36%,23.08%,Manipur
CPI,1.36%,13.03%,Telangana
CPI,1.36%,12.42%,Bihar
CPI,1.36%,2.43%,Assam
CPI,1.36%,1.98%,"Tamil Nadu"
CPI,1.36%,1.90%,Jharkhand
CPI,1.36%,1.41%,Puducherry
CPI,1.36%,1.27%,Rajasthan
CPI,1.36%,1.15%,"Madhya Pradesh"
CPI,1.36%,0.95%,Goa
CPI,1.36%,0.94%,"Uttar Pradesh"
CPI,1.36%,0.86%,Maharashtra
CPI,1.36%,0.82%,Gujarat
CPI,1.36%,0.76%,Meghalaya
CPI,1.36%,0.74%,Punjab
CPI,1.36%,0.65%,Haryana
CPI,1.36%,0.64%,Karnataka
CPI,1.36%,0.51%,Uttarakhand
CPI,1.36%,0.36%,Lakshadweep
CPI,1.36%,0.26%,"NCT OF Delhi"
INLD,1.33%,17.39%,Haryana
CPI,1.29%,27.01%,Kerala
CPI,1.29%,26.14%,"West Bengal"
CPI,1.29%,23.08%,Manipur
CPI,1.29%,13.03%,Telangana
CPI,1.29%,12.42%,Bihar
CPI,1.29%,2.43%,Assam
CPI,1.29%,1.98%,"Tamil Nadu"
CPI,1.29%,1.90%,Jharkhand
CPI,1.29%,1.41%,Puducherry
CPI,1.29%,1.27%,Rajasthan
CPI,1.29%,1.15%,"Madhya Pradesh"
CPI,1.29%,0.95%,Goa
CPI,1.29%,0.94%,"Uttar Pradesh"
CPI,1.29%,0.86%,Maharashtra
CPI,1.29%,0.82%,Gujarat
CPI,1.29%,0.76%,Meghalaya
CPI,1.29%,0.74%,Punjab
CPI,1.29%,0.65%,Haryana
CPI,1.29%,0.64%,Karnataka
CPI,1.29%,0.51%,Uttarakhand
CPI,1.29%,0.36%,Lakshadweep
CPI,1.29%,0.26%,"NCT OF Delhi"
NOTA,1.25%,2.47%,Puducherry
NOTA,1.25%,1.92%,Meghalaya
NOTA,1.25%,1.51%,"Dadra & Nagar Haveli"
NOTA,1.25%,1.18%,"Daman & Diu"
NOTA,1.25%,1.17%,Sikkim
NOTA,1.25%,1.12%,Gujarat
NOTA,1.25%,1.06%,"Tamil Nadu"
NOTA,1.25%,1.00%,Tripura
NOTA,1.25%,0.95%,Goa
NOTA,1.25%,0.94%,Jharkhand
NOTA,1.25%,0.93%,Mizoram
NOTA,1.25%,0.91%,Bihar
NOTA,1.25%,0.91%,"West Bengal"
NOTA,1.25%,0.87%,Kerala
NOTA,1.25%,0.83%,"Arunachal Pradesh"
NOTA,1.25%,0.81%,"Madhya Pradesh"
NOTA,1.25%,0.78%,Assam
NOTA,1.25%,0.76%,Rajasthan
NOTA,1.25%,0.67%,Uttarakhand
NOTA,1.25%,0.61%,"Himachal Pradesh"
NOTA,1.25%,0.58%,"Andaman & Nicobar Islands"
NOTA,1.25%,0.56%,Karnataka
NOTA,1.25%,0.54%,Maharashtra
NOTA,1.25%,0.52%,Telangana
NOTA,1.25%,0.50%,Chandigarh
NOTA,1.25%,0.44%,"Jammu & Kashmir"
NOTA,1.25%,0.43%,"Uttar Pradesh"
NOTA,1.25%,0.42%,Manipur
NOTA,1.25%,0.31%,"NCT OF Delhi"
NOTA,1.25%,0.30%,Punjab
NOTA,1.25%,0.25%,Lakshadweep
NOTA,1.25%,0.23%,Nagaland
NOTA,1.25%,0.21%,Haryana
NPEP,1.24%,40.80%,Meghalaya
NPEP,1.24%,5.02%,Rajasthan
NPEP,1.24%,0.35%,"Madhya Pradesh"
NOTA,1.22%,2.47%,Puducherry
NOTA,1.22%,1.92%,Meghalaya
NOTA,1.22%,1.51%,"Dadra & Nagar Haveli"
NOTA,1.22%,1.18%,"Daman & Diu"
NOTA,1.22%,1.17%,Sikkim
NOTA,1.22%,1.12%,Gujarat
NOTA,1.22%,1.06%,"Tamil Nadu"
NOTA,1.22%,1.00%,Tripura
NOTA,1.22%,0.95%,Goa
NOTA,1.22%,0.94%,Jharkhand
NOTA,1.22%,0.93%,Mizoram
NOTA,1.22%,0.91%,Bihar
NOTA,1.22%,0.91%,"West Bengal"
NOTA,1.22%,0.87%,Kerala
NOTA,1.22%,0.83%,"Arunachal Pradesh"
NOTA,1.22%,0.81%,"Madhya Pradesh"
NOTA,1.22%,0.78%,Assam
NOTA,1.22%,0.76%,Rajasthan
NOTA,1.22%,0.67%,Uttarakhand
NOTA,1.22%,0.61%,"Himachal Pradesh"
NOTA,1.22%,0.58%,"Andaman & Nicobar Islands"
NOTA,1.22%,0.56%,Karnataka
NOTA,1.22%,0.54%,Maharashtra
NOTA,1.22%,0.52%,Telangana
NOTA,1.22%,0.50%,Chandigarh
NOTA,1.22%,0.44%,"Jammu & Kashmir"
NOTA,1.22%,0.43%,"Uttar Pradesh"
NOTA,1.22%,0.42%,Manipur
NOTA,1.22%,0.31%,"NCT OF Delhi"
NOTA,1.22%,0.30%,Punjab
NOTA,1.22%,0.25%,Lakshadweep
NOTA,1.22%,0.23%,Nagaland
NOTA,1.22%,0.21%,Haryana
IND,1.19%,29.10%,Mizoram
IND,1.19%,6.14%,Meghalaya
IND,1.19%,1.73%,Assam
IND,1.19%,1.36%,Kerala
IND,1.19%,1.19%,Manipur
IND,1.19%,0.90%,Rajasthan
IND,1.19%,0.56%,Bihar
IND,1.19%,0.53%,Goa
IND,1.19%,0.53%,"Arunachal Pradesh"
IND,1.19%,0.49%,"Jammu & Kashmir"
IND,1.19%,0.47%,"Dadra & Nagar Haveli"
IND,1.19%,0.38%,"West Bengal"
IND,1.19%,0.37%,Tripura
IND,1.19%,0.36%,Jharkhand
IND,1.19%,0.28%,Punjab
IND,1.19%,0.26%,"Andaman & Nicobar Islands"
IND,1.19%,0.26%,"NCT OF Delhi"
IND,1.19%,0.26%,"Madhya Pradesh"
IND,1.19%,0.25%,Telangana
IND,1.19%,0.22%,Gujarat
IND,1.19%,0.22%,"Uttar Pradesh"
IND,1.19%,0.21%,"Himachal Pradesh"
IND,1.19%,0.21%,Maharashtra
IND,1.19%,0.19%,Uttarakhand
IND,1.19%,0.17%,Chandigarh
IND,1.19%,0.16%,Puducherry
IND,1.19%,0.15%,Karnataka
IND,1.19%,0.12%,"Tamil Nadu"
IND,1.19%,0.10%,Haryana
NOTA,1.19%,2.47%,Puducherry
NOTA,1.19%,1.92%,Meghalaya
NOTA,1.19%,1.51%,"Dadra & Nagar Haveli"
NOTA,1.19%,1.18%,"Daman & Diu"
NOTA,1.19%,1.17%,Sikkim
NOTA,1.19%,1.12%,Gujarat
NOTA,1.19%,1.06%,"Tamil Nadu"
NOTA,1.19%,1.00%,Tripura
NOTA,1.19%,0.95%,Goa
NOTA,1.19%,0.94%,Jharkhand
NOTA,1.19%,0.93%,Mizoram
NOTA,1.19%,0.91%,Bihar
NOTA,1.19%,0.91%,"West Bengal"
NOTA,1.19%,0.87%,Kerala
NOTA,1.19%,0.83%,"Arunachal Pradesh"
NOTA,1.19%,0.81%,"Madhya Pradesh"
NOTA,1.19%,0.78%,Assam
NOTA,1.19%,0.76%,Rajasthan
NOTA,1.19%,0.67%,Uttarakhand
NOTA,1.19%,0.61%,"Himachal Pradesh"
NOTA,1.19%,0.58%,"Andaman & Nicobar Islands"
NOTA,1.19%,0.56%,Karnataka
NOTA,1.19%,0.54%,Maharashtra
NOTA,1.19%,0.52%,Telangana
NOTA,1.19%,0.50%,Chandigarh
NOTA,1.19%,0.44%,"Jammu & Kashmir"
NOTA,1.19%,0.43%,"Uttar Pradesh"
NOTA,1.19%,0.42%,Manipur
NOTA,1.19%,0.31%,"NCT OF Delhi"
NOTA,1.19%,0.30%,Punjab
NOTA,1.19%,0.25%,Lakshadweep
NOTA,1.19%,0.23%,Nagaland
NOTA,1.19%,0.21%,Haryana
NOTA,1.18%,2.47%,Puducherry
NOTA,1.18%,1.92%,Meghalaya
NOTA,1.18%,1.51%,"Dadra & Nagar Haveli"
NOTA,1.18%,1.18%,"Daman & Diu"
NOTA,1.18%,1.17%,Sikkim
NOTA,1.18%,1.12%,Gujarat
NOTA,1.18%,1.06%,"Tamil Nadu"
NOTA,1.18%,1.00%,Tripura
NOTA,1.18%,0.95%,Goa
NOTA,1.18%,0.94%,Jharkhand
NOTA,1.18%,0.93%,Mizoram
NOTA,1.18%,0.91%,Bihar
NOTA,1.18%,0.91%,"West Bengal"
NOTA,1.18%,0.87%,Kerala
NOTA,1.18%,0.83%,"Arunachal Pradesh"
NOTA,1.18%,0.81%,"Madhya Pradesh"
NOTA,1.18%,0.78%,Assam
NOTA,1.18%,0.76%,Rajasthan
NOTA,1.18%,0.67%,Uttarakhand
NOTA,1.18%,0.61%,"Himachal Pradesh"
NOTA,1.18%,0.58%,"Andaman & Nicobar Islands"
NOTA,1.18%,0.56%,Karnataka
NOTA,1.18%,0.54%,Maharashtra
NOTA,1.18%,0.52%,Telangana
NOTA,1.18%,0.50%,Chandigarh
NOTA,1.18%,0.44%,"Jammu & Kashmir"
NOTA,1.18%,0.43%,"Uttar Pradesh"
NOTA,1.18%,0.42%,Manipur
NOTA,1.18%,0.31%,"NCT OF Delhi"
NOTA,1.18%,0.30%,Punjab
NOTA,1.18%,0.25%,Lakshadweep
NOTA,1.18%,0.23%,Nagaland
NOTA,1.18%,0.21%,Haryana
CPIM,1.17%,0.90%,Jharkhand
CPIM,1.17%,0.41%,Punjab
CPIM,1.17%,0.17%,Karnataka
CPIM,1.17%,0.16%,"Madhya Pradesh"
CPIM,1.17%,0.13%,"Uttar Pradesh"
CPIM,1.17%,0.12%,Kerala
CPIM,1.17%,0.11%,Maharashtra
CPIM,1.17%,0.10%,"West Bengal"
CPIM,1.17%,0.08%,"Tamil Nadu"
CPIM,1.16%,0.90%,Jharkhand
CPIM,1.16%,0.41%,Punjab
CPIM,1.16%,0.17%,Karnataka
CPIM,1.16%,0.16%,"Madhya Pradesh"
CPIM,1.16%,0.13%,"Uttar Pradesh"
CPIM,1.16%,0.12%,Kerala
CPIM,1.16%,0.11%,Maharashtra
CPIM,1.16%,0.10%,"West Bengal"
CPIM,1.16%,0.08%,"Tamil Nadu"
NOTA,1.15%,2.47%,Puducherry
NOTA,1.15%,1.92%,Meghalaya
NOTA,1.15%,1.51%,"Dadra & Nagar Haveli"
NOTA,1.15%,1.18%,"Daman & Diu"
NOTA,1.15%,1.17%,Sikkim
NOTA,1.15%,1.12%,Gujarat
NOTA,1.15%,1.06%,"Tamil Nadu"
NOTA,1.15%,1.00%,Tripura
NOTA,1.15%,0.95%,Goa
NOTA,1.15%,0.94%,Jharkhand
NOTA,1.15%,0.93%,Mizoram
NOTA,1.15%,0.91%,Bihar
NOTA,1.15%,0.91%,"West Bengal"
NOTA,1.15%,0.87%,Kerala
NOTA,1.15%,0.83%,"Arunachal Pradesh"
NOTA,1.15%,0.81%,"Madhya Pradesh"
NOTA,1.15%,0.78%,Assam
NOTA,1.15%,0.76%,Rajasthan
NOTA,1.15%,0.67%,Uttarakhand
NOTA,1.15%,0.61%,"Himachal Pradesh"
NOTA,1.15%,0.58%,"Andaman & Nicobar Islands"
NOTA,1.15%,0.56%,Karnataka
NOTA,1.15%,0.54%,Maharashtra
NOTA,1.15%,0.52%,Telangana
NOTA,1.15%,0.50%,Chandigarh
NOTA,1.15%,0.44%,"Jammu & Kashmir"
NOTA,1.15%,0.43%,"Uttar Pradesh"
NOTA,1.15%,0.42%,Manipur
NOTA,1.15%,0.31%,"NCT OF Delhi"
NOTA,1.15%,0.30%,Punjab
NOTA,1.15%,0.25%,Lakshadweep
NOTA,1.15%,0.23%,Nagaland
NOTA,1.15%,0.21%,Haryana
BSP,1.14%,11.46%,"Uttar Pradesh"
BSP,1.14%,3.27%,Haryana
BSP,1.14%,2.92%,Uttarakhand
BSP,1.14%,2.59%,Chandigarh
BSP,1.14%,2.34%,"Madhya Pradesh"
BSP,1.14%,1.60%,Rajasthan
BSP,1.14%,1.57%,Maharashtra
BSP,1.14%,1.34%,Punjab
BSP,1.14%,1.20%,Bihar
BSP,1.14%,0.93%,"Jammu & Kashmir"
BSP,1.14%,0.80%,"NCT OF Delhi"
BSP,1.14%,0.69%,Jharkhand
BSP,1.14%,0.65%,Gujarat
BSP,1.14%,0.64%,Telangana
BSP,1.14%,0.57%,Karnataka
BSP,1.14%,0.50%,"Dadra & Nagar Haveli"
BSP,1.14%,0.48%,"Himachal Pradesh"
BSP,1.14%,0.45%,"West Bengal"
BSP,1.14%,0.44%,"Daman & Diu"
BSP,1.14%,0.42%,"Andaman & Nicobar Islands"
BSP,1.14%,0.29%,Kerala
BSP,1.14%,0.28%,"Tamil Nadu"
BSP,1.14%,0.23%,Puducherry
BSP,1.10%,11.46%,"Uttar Pradesh"
BSP,1.10%,3.27%,Haryana
BSP,1.10%,2.92%,Uttarakhand
BSP,1.10%,2.59%,Chandigarh
BSP,1.10%,2.34%,"Madhya Pradesh"
BSP,1.10%,1.60%,Rajasthan
BSP,1.10%,1.57%,Maharashtra
BSP,1.10%,1.34%,Punjab
BSP,1.10%,1.20%,Bihar
BSP,1.10%,0.93%,"Jammu & Kashmir"
BSP,1.10%,0.80%,"NCT OF Delhi"
BSP,1.10%,0.69%,Jharkhand
BSP,1.10%,0.65%,Gujarat
BSP,1.10%,0.64%,Telangana
BSP,1.10%,0.57%,Karnataka
BSP,1.10%,0.50%,"Dadra & Nagar Haveli"
BSP,1.10%,0.48%,"Himachal Pradesh"
BSP,1.10%,0.45%,"West Bengal"
BSP,1.10%,0.44%,"Daman & Diu"
BSP,1.10%,0.42%,"Andaman & Nicobar Islands"
BSP,1.10%,0.29%,Kerala
BSP,1.10%,0.28%,"Tamil Nadu"
BSP,1.10%,0.23%,Puducherry
NOTA,1.10%,2.47%,Puducherry
NOTA,1.10%,1.92%,Meghalaya
NOTA,1.10%,1.51%,"Dadra & Nagar Haveli"
NOTA,1.10%,1.18%,"Daman & Diu"
NOTA,1.10%,1.17%,Sikkim
NOTA,1.10%,1.12%,Gujarat
NOTA,1.10%,1.06%,"Tamil Nadu"
NOTA,1.10%,1.00%,Tripura
NOTA,1.10%,0.95%,Goa
NOTA,1.10%,0.94%,Jharkhand
NOTA,1.10%,0.93%,Mizoram
NOTA,1.10%,0.91%,Bihar
NOTA,1.10%,0.91%,"West Bengal"
NOTA,1.10%,0.87%,Kerala
NOTA,1.10%,0.83%,"Arunachal Pradesh"
NOTA,1.10%,0.81%,"Madhya Pradesh"
NOTA,1.10%,0.78%,Assam
NOTA,1.10%,0.76%,Rajasthan
NOTA,1.10%,0.67%,Uttarakhand
NOTA,1.10%,0.61%,"Himachal Pradesh"
NOTA,1.10%,0.58%,"Andaman & Nicobar Islands"
NOTA,1.10%,0.56%,Karnataka
NOTA,1.10%,0.54%,Maharashtra
NOTA,1.10%,0.52%,Telangana
NOTA,1.10%,0.50%,Chandigarh
NOTA,1.10%,0.44%,"Jammu & Kashmir"
NOTA,1.10%,0.43%,"Uttar Pradesh"
NOTA,1.10%,0.42%,Manipur
NOTA,1.10%,0.31%,"NCT OF Delhi"
NOTA,1.10%,0.30%,Punjab
NOTA,1.10%,0.25%,Lakshadweep
NOTA,1.10%,0.23%,Nagaland
NOTA,1.10%,0.21%,Haryana
PHJSP,1.08%,NULL,NULL
CPI,1.07%,27.01%,Kerala
CPI,1.07%,26.14%,"West Bengal"
CPI,1.07%,23.08%,Manipur
CPI,1.07%,13.03%,Telangana
CPI,1.07%,12.42%,Bihar
CPI,1.07%,2.43%,Assam
CPI,1.07%,1.98%,"Tamil Nadu"
CPI,1.07%,1.90%,Jharkhand
CPI,1.07%,1.41%,Puducherry
CPI,1.07%,1.27%,Rajasthan
CPI,1.07%,1.15%,"Madhya Pradesh"
CPI,1.07%,0.95%,Goa
CPI,1.07%,0.94%,"Uttar Pradesh"
CPI,1.07%,0.86%,Maharashtra
CPI,1.07%,0.82%,Gujarat
CPI,1.07%,0.76%,Meghalaya
CPI,1.07%,0.74%,Punjab
CPI,1.07%,0.65%,Haryana
CPI,1.07%,0.64%,Karnataka
CPI,1.07%,0.51%,Uttarakhand
CPI,1.07%,0.36%,Lakshadweep
